-2353.60,-1608.29,-21319.66,0,1,36,5
-2353.60,-1608.29,-21319.66,0,1,37,5
-2353.60,-1608.29,-21319.66,0,1,39,5
-2353.60,-1608.29,-21319.66,0,1,37,5
-2353.60,-1608.29,-21319.66,0,1,44,5
-2353.60,-1608.29,-21319.66,0,1,41,5
-2353.60,-1608.29,-21319.66,0,1,39,5
-2353.60,-1608.29,-21319.66,0,1,46,5
-2353.60,-1608.29,-21319.66,0,1,43,5
-2353.60,-1608.29,-21319.66,0,1,41,5
-2353.60,-1608.29,-21319.66,0,1,43,5
-2353.60,-1608.29,-21319.66,0,1,45,5
-2353.60,-1608.29,-21319.66,0,1,51,5
-2353.60,-1608.29,-21319.66,0,1,52,5
-2353.60,-1608.29,-21319.66,0,1,54,5
-2353.60,-1608.29,-21319.66,0,1,49,5
-2353.60,-1608.29,-21319.66,0,1,47,5
-2353.60,-1608.29,-21319.66,0,1,51,5
-2353.60,-1608.29,-21319.66,0,1,52,5
-2353.60,-1608.29,-21319.66,0,1,58,5
-2353.60,-1608.29,-21319.66,0,1,61,5
-2353.60,-1608.29,-21319.66,0,1,60,5
-2353.60,-1608.29,-21319.66,0,1,62,5
-2353.60,-1608.29,-21319.66,0,1,56,5
-2353.60,-1608.29,-21319.66,0,1,57,5
-2353.60,-1608.29,-21319.66,0,1,59,5
-2353.60,-1608.29,-21319.66,0,1,62,5
-2353.60,-1608.29,-21319.66,0,1,62,5
-2353.60,-1608.29,-21319.66,0,1,62,5
-2353.60,-1608.29,-21319.66,0,1,55,5
-2353.60,-1608.29,-21319.66,0,1,59,5
-2353.60,-1608.29,-21319.66,0,1,52,5
-2353.60,-1608.29,-21319.66,0,1,44,5
-2353.60,-1608.29,-21319.66,0,1,43,5
-2353.60,-1608.29,-21319.66,0,1,37,5
-2353.60,-1608.29,-21319.66,0,1,42,5
-2353.60,-1608.29,-21319.66,0,1,46,5
-2353.60,-1608.29,-21319.66,0,1,50,5
-2353.60,-1608.29,-21319.66,0,1,59,5
-2353.60,-1608.29,-21319.66,0,1,47,5
-2353.60,-1608.29,-21319.66,0,1,52,5
-2353.60,-1608.29,-21319.66,0,1,46,5
-2353.60,-1608.29,-21319.66,0,1,65,5
-2353.60,-1608.29,-21319.66,0,1,63,5
-2353.60,-1608.29,-21319.66,0,1,48,5
-2353.60,-1608.29,-21319.66,0,1,44,5
-2353.60,-1608.29,-21319.66,0,1,48,5
-2353.60,-1608.29,-21319.66,0,1,40,5
-2353.60,-1608.29,-21319.66,0,1,46,5
-2353.60,-1608.29,-21319.66,0,1,44,5
-2353.60,-1608.29,-21319.66,0,1,45,5
-2353.60,-1608.29,-21319.66,0,1,40,5
-2353.60,-1608.29,-21319.66,0,1,44,5
-2353.60,-1608.29,-21319.66,0,1,43,5
-2353.60,-1608.29,-21319.66,0,1,42,5
-2353.60,-1608.29,-21319.66,0,1,45,5
-2353.60,-1608.29,-21319.66,0,1,48,5
-2353.60,-1608.29,-21319.66,0,1,46,5
-2353.60,-1608.29,-21319.66,0,1,46,5
-2353.60,-1608.29,-21319.66,0,1,43,5
-2353.60,-1608.29,-21319.66,0,1,45,5
-2353.60,-1608.29,-21319.66,0,1,45,5
-2353.60,-1608.29,-21319.66,0,1,53,5
-2353.60,-1608.29,-21319.66,0,1,57,5
-2353.60,-1608.29,-21319.66,0,1,55,5
-2353.60,-1608.29,-21319.66,0,1,58,5
-2353.60,-1608.29,-21319.66,0,1,61,5
-2353.60,-1608.29,-21319.66,0,1,59,5
-2353.60,-1608.29,-21319.66,0,1,62,5
-2353.60,-1608.29,-21319.66,0,1,62,5
-2353.60,-1608.29,-21319.66,0,1,62,5
-2353.60,-1608.29,-21319.66,0,1,54,5
-2353.60,-1608.29,-21319.66,0,1,53,5
-2353.60,-1608.29,-21319.66,0,1,57,5
-2353.60,-1608.29,-21319.66,0,1,53,5
-2353.60,-1608.29,-21319.66,0,1,53,5
-2353.60,-1608.29,-21319.66,0,1,50,5
-2353.60,-1608.29,-21319.66,0,1,50,5
-2353.60,-1608.29,-21319.66,0,1,59,5
-2353.60,-1608.29,-21319.66,0,1,47,5
-2353.60,-1608.29,-21319.66,0,1,55,5
-2353.60,-1608.29,-21319.66,0,1,43,5
-2353.60,-1608.29,-21319.66,0,1,47,5
-2353.60,-1608.29,-21319.66,0,1,38,5
-2353.60,-1608.29,-21319.66,0,1,47,5
-2353.60,-1608.29,-21319.66,0,1,45,5
-2353.60,-1608.29,-21319.66,0,1,41,5
-2353.60,-1608.29,-21319.66,0,1,44,5
-2353.60,-1608.29,-21319.66,0,1,39,5
-2353.60,-1608.29,-21319.66,0,1,36,5
-2353.60,-1608.29,-21319.66,0,1,37,5
-2353.60,-1608.29,-21319.66,0,1,36,5
-2353.60,-1608.29,-21319.66,0,1,37,5
-2353.60,-1608.29,-21319.66,0,1,41,5
-2353.60,-1608.29,-21319.66,0,1,41,5
-2353.60,-1608.29,-21319.66,0,1,44,5
-2353.60,-1608.29,-21319.66,0,1,41,5
-2353.60,-1608.29,-21319.66,0,1,42,5
-2353.60,-1608.29,-21319.66,0,1,43,5
-2353.60,-1608.29,-21319.66,0,1,39,5
-2353.60,-1608.29,-21319.66,0,1,39,5
-2353.60,-1608.29,-21319.66,0,1,39,5
-2353.60,-1608.29,-21319.66,0,1,39,5
-2353.60,-1608.29,-21319.66,0,1,44,5
-2353.60,-1608.29,-21319.66,0,1,46,5
-2353.60,-1608.29,-21319.66,0,1,45,5
-2353.60,-1608.29,-21319.66,0,1,47,5
-2353.60,-1608.29,-21319.66,0,1,47,5
-2353.60,-1608.29,-21319.66,0,1,52,5
-2353.60,-1608.29,-21319.66,0,1,57,5
-2353.60,-1608.29,-21319.66,0,1,53,5
-2353.60,-1608.29,-21319.66,0,1,59,5
-2353.60,-1608.29,-21319.66,0,1,56,5
-2353.60,-1608.29,-21319.66,0,1,55,5
-2353.60,-1608.29,-21319.66,0,1,54,5
-2353.60,-1608.29,-21319.66,0,1,54,5
-2353.60,-1608.29,-21319.66,0,1,59,5
-2353.60,-1608.29,-21319.66,0,1,55,5
-2353.60,-1608.29,-21319.66,0,1,61,5
-2353.60,-1608.29,-21319.66,0,1,46,5
-2353.60,-1608.29,-21319.66,0,1,59,5
-2353.60,-1608.29,-21319.66,0,1,55,5
-2353.60,-1608.29,-21319.66,0,1,56,5
-2353.60,-1608.29,-21319.66,0,1,53,5
-2353.60,-1608.29,-21319.66,0,1,52,5
-2353.60,-1608.29,-21319.66,0,1,51,5
-2353.60,-1608.29,-21319.66,0,1,49,5
-2353.60,-1608.29,-21319.66,0,1,48,5
-2353.60,-1608.29,-21319.66,0,1,44,5
-2353.60,-1608.29,-21319.66,0,1,43,5
-2353.60,-1608.29,-21319.66,0,1,44,5
-2353.60,-1608.29,-21319.66,0,1,43,5
-2353.60,-1608.29,-21319.66,0,1,35,5
-2353.60,-1608.29,-21319.66,0,1,32,5
-2353.60,-1608.29,-21319.66,0,1,35,5
-2353.60,-1608.29,-21319.66,0,1,38,5
-2353.60,-1608.29,-21319.66,0,1,40,5
-2353.60,-1608.29,-21319.66,0,1,45,5
-2353.60,-1608.29,-21319.66,0,1,37,5
-2353.60,-1608.29,-21319.66,0,1,41,5
-2353.60,-1608.29,-21319.66,0,1,42,5
-2353.60,-1608.29,-21319.66,0,1,46,5
-2353.60,-1608.29,-21319.66,0,1,44,5
-2353.60,-1608.29,-21319.66,0,1,41,5
-2353.60,-1608.29,-21319.66,0,1,39,5
-2353.60,-1608.29,-21319.66,0,1,38,5
-2353.60,-1608.29,-21319.66,0,1,38,5
-2353.60,-1608.29,-21319.66,0,1,38,5
-2353.60,-1608.29,-21319.66,0,1,42,5
-2353.60,-1608.29,-21319.66,0,1,40,5
-2353.60,-1608.29,-21319.66,0,1,43,5
-2353.60,-1608.29,-21319.66,0,1,43,5
-2353.60,-1608.29,-21319.66,0,1,40,5
-2353.60,-1608.29,-21319.66,0,1,39,5
-2353.60,-1608.29,-21319.66,0,1,41,5
-2353.60,-1608.29,-21319.66,0,1,39,5
-2353.60,-1608.29,-21319.66,0,1,33,5
-2353.60,-1608.29,-21319.66,0,1,36,5
-2353.60,-1608.29,-21319.66,0,1,33,5
-2353.60,-1608.29,-21319.66,0,1,33,5
-2353.60,-1608.29,-21319.66,0,1,31,5
-2353.60,-1608.29,-21319.66,0,1,35,5
-2353.60,-1608.29,-21319.66,0,1,38,5
-2353.60,-1608.29,-21319.66,0,1,40,5
-2353.60,-1608.29,-21319.66,0,1,40,5
-2353.60,-1608.29,-21319.66,0,1,35,5
-2353.60,-1608.29,-21319.66,0,1,40,5
-2353.60,-1608.29,-21319.66,0,1,47,5
-2353.60,-1608.29,-21319.66,0,1,50,5
-2353.60,-1608.29,-21319.66,0,1,54,5
-2353.60,-1608.29,-21319.66,0,1,58,5
-2353.60,-1608.29,-21319.66,0,1,56,5
-2353.60,-1608.29,-21319.66,0,1,63,5
-2353.60,-1608.29,-21319.66,0,1,62,5
-2353.60,-1608.29,-21319.66,0,1,50,5
-2353.60,-1608.29,-21319.66,0,1,52,5
-2353.60,-1608.29,-21319.66,0,1,48,5
-2353.60,-1608.29,-21319.66,0,1,51,5
-2353.60,-1608.29,-21319.66,0,1,54,5
-2353.60,-1608.29,-21319.66,0,1,54,5
-2353.60,-1608.29,-21319.66,0,1,52,5
-2353.60,-1608.29,-21319.66,0,1,55,5
-2353.60,-1608.29,-21319.66,0,1,60,5
-2353.60,-1608.29,-21319.66,0,1,59,5
-2353.60,-1608.29,-21319.66,0,1,52,5
-2353.60,-1608.29,-21319.66,0,1,50,5
-2353.60,-1608.29,-21319.66,0,1,54,5
-2353.60,-1608.29,-21319.66,0,1,56,5
-2353.60,-1608.29,-21319.66,0,1,55,5
-2353.60,-1608.29,-21319.66,0,1,55,5
-2353.60,-1608.29,-21319.66,0,1,56,5
-2353.60,-1608.29,-21319.66,0,1,59,5
-2353.60,-1608.29,-21319.66,0,1,58,5
-2353.60,-1608.29,-21319.66,0,1,60,5
-2353.60,-1608.29,-21319.66,0,1,59,5
-2353.60,-1608.29,-21319.66,0,1,53,5
-2353.60,-1608.29,-21319.66,0,1,51,5
-2353.60,-1608.29,-21319.66,0,1,49,5
-2353.60,-1608.29,-21319.66,0,1,46,5
-2353.60,-1608.29,-21319.66,0,1,47,5
-2353.60,-1608.29,-21319.66,0,1,46,5
-2353.60,-1608.29,-21319.66,0,1,47,5
-2353.60,-1608.29,-21319.66,0,1,53,5
-2353.60,-1608.29,-21319.66,0,1,56,5
-2353.60,-1608.29,-21319.66,0,1,52,5
-2353.60,-1608.29,-21319.66,0,1,43,5
-2353.60,-1608.29,-21319.66,0,1,52,5
-2353.60,-1608.29,-21319.66,0,1,42,5
-2353.60,-1608.29,-21319.66,0,1,44,5
-2353.60,-1608.29,-21319.66,0,1,44,5
-2353.60,-1608.29,-21319.66,0,1,44,5
-2353.60,-1608.29,-21319.66,0,1,46,5
-2353.60,-1608.29,-21319.66,0,1,43,5
-2353.60,-1608.29,-21319.66,0,1,43,5
-2353.60,-1608.29,-21319.66,0,1,51,5
-2353.60,-1608.29,-21319.66,0,1,50,5
-2353.60,-1608.29,-21319.66,0,1,43,5
-2353.60,-1608.29,-21319.66,0,1,42,5
-2353.60,-1608.29,-21319.66,0,1,44,5
-2353.60,-1608.29,-21319.66,0,1,43,5
-2353.60,-1608.29,-21319.66,0,1,44,5
-2353.60,-1608.29,-21319.66,0,1,42,5
-2353.60,-1608.29,-21319.66,0,1,46,5
-2353.60,-1608.29,-21319.66,0,1,46,5
-2353.60,-1608.29,-21319.66,0,1,46,5
-2353.60,-1608.29,-21319.66,0,1,44,5
-2353.60,-1608.29,-21319.66,0,1,51,5
-2353.60,-1608.29,-21319.66,0,1,46,5
-2353.60,-1608.29,-21319.66,0,1,47,5
-2353.60,-1608.29,-21319.66,0,1,46,5
-2353.60,-1608.29,-21319.66,0,1,48,5
-2353.60,-1608.29,-21319.66,0,1,46,5
-2353.60,-1608.29,-21319.66,0,1,53,5
-2353.60,-1608.29,-21319.66,0,1,48,5
-2353.60,-1608.29,-21319.66,0,1,52,5
-2353.60,-1608.29,-21319.66,0,1,48,5
-2353.60,-1608.29,-21319.66,0,1,50,5
-2353.60,-1608.29,-21319.66,0,1,52,5
-2353.60,-1608.29,-21319.66,0,1,46,5
-2353.60,-1608.29,-21319.66,0,1,49,5
-2353.60,-1608.29,-21319.66,0,1,47,5
-2353.60,-1608.29,-21319.66,0,1,43,5
-2353.60,-1608.29,-21319.66,0,1,42,5
-2353.60,-1608.29,-21319.66,0,1,46,5
-2353.60,-1608.29,-21319.66,0,1,42,5
-2353.60,-1608.29,-21319.66,0,1,51,5
-2353.60,-1608.29,-21319.66,0,1,51,5
-2353.60,-1608.29,-21319.66,0,1,49,5
-2353.60,-1608.29,-21319.66,0,1,45,5
-2353.60,-1608.29,-21319.66,0,1,41,5
-2353.60,-1608.29,-21319.66,0,1,51,5
-2353.60,-1608.29,-21319.66,0,1,46,5
-2353.60,-1608.29,-21319.66,0,1,53,5
-2353.60,-1608.29,-21319.66,0,1,46,5
-2353.60,-1608.29,-21319.66,0,1,48,5
-2353.60,-1608.29,-21319.66,0,1,54,5
-2353.60,-1608.29,-21319.66,0,1,58,5
-2353.60,-1608.29,-21319.66,0,1,59,5
-2353.60,-1608.29,-21319.66,0,1,48,5
-2353.60,-1608.29,-21319.66,0,1,48,5
-2353.60,-1608.29,-21319.66,0,1,52,5
-2353.60,-1608.29,-21319.66,0,1,52,5
-2353.60,-1608.29,-21319.66,0,1,52,5
-2353.60,-1608.29,-21319.66,0,1,54,5
-2353.60,-1608.29,-21319.66,0,1,53,5
-2353.60,-1608.29,-21319.66,0,1,47,5
-2353.60,-1608.29,-21319.66,0,1,52,5
-2353.60,-1608.29,-21319.66,0,1,54,5
-2353.60,-1608.29,-21319.66,0,1,60,5
-2353.60,-1608.29,-21319.66,0,1,57,5
-2353.60,-1608.29,-21319.66,0,1,57,5
-2353.60,-1608.29,-21319.66,0,1,52,5
-2353.60,-1608.29,-21319.66,0,1,52,5
-2353.60,-1608.29,-21319.66,0,1,48,5
-2353.60,-1608.29,-21319.66,0,1,50,5
-2353.60,-1608.29,-21319.66,0,1,53,5
-2353.60,-1608.29,-21319.66,0,1,54,5
-2353.60,-1608.29,-21319.66,0,1,52,5
-2353.60,-1608.29,-21319.66,0,1,54,5
-2353.60,-1608.29,-21319.66,0,1,52,5
-2353.60,-1608.29,-21319.66,0,1,52,5
-2353.60,-1608.29,-21319.66,0,1,53,5
-2353.60,-1608.29,-21319.66,0,1,54,5
-2353.60,-1608.29,-21319.66,0,1,58,5
-2353.60,-1608.29,-21319.66,0,1,54,5
-2353.60,-1608.29,-21319.66,0,1,55,5
-2353.60,-1608.29,-21319.66,0,1,56,5
-2353.60,-1608.29,-21319.66,0,1,54,5
-2353.60,-1608.29,-21319.66,0,1,55,5
-2353.60,-1608.29,-21319.66,0,1,45,5
-2353.60,-1608.29,-21319.66,0,1,44,5
-2353.60,-1608.29,-21319.66,0,1,40,5
-2353.60,-1608.29,-21319.66,0,1,44,5
-2353.60,-1608.29,-21319.66,0,1,47,5
-2353.60,-1608.29,-21319.66,0,1,46,5
-2353.60,-1608.29,-21319.66,0,1,36,5
-2353.60,-1608.29,-21319.66,0,1,47,5
-2353.60,-1608.29,-21319.66,0,1,38,5
-2353.60,-1608.29,-21319.66,0,1,48,5
-2353.60,-1608.29,-21319.66,0,1,46,5
-2353.60,-1608.29,-21319.66,0,1,57,5
-2353.60,-1608.29,-21319.66,0,1,57,5
-2353.60,-1608.29,-21319.66,0,1,52,5
-2353.60,-1608.29,-21319.66,0,1,56,5
-2353.60,-1608.29,-21319.66,0,1,62,5
-2353.60,-1608.29,-21319.66,0,1,61,5
-2353.60,-1608.29,-21319.66,0,1,53,5
-2353.60,-1608.29,-21319.66,0,1,60,5
-2353.60,-1608.29,-21319.66,0,1,56,5
-2353.60,-1608.29,-21319.66,0,1,62,5
-2353.60,-1608.29,-21319.66,0,1,62,5
-2353.60,-1608.29,-21319.66,0,1,64,5
-2353.60,-1608.29,-21319.66,0,1,59,5
-2353.60,-1608.29,-21319.66,0,1,63,5
-2353.60,-1608.29,-21319.66,0,1,59,5
-2353.60,-1608.29,-21319.66,0,1,59,5
-2353.60,-1608.29,-21319.66,0,1,53,5
-2353.60,-1608.29,-21319.66,0,1,55,5
-2353.60,-1608.29,-21319.66,0,1,52,5
-2353.60,-1608.29,-21319.66,0,1,52,5
-2353.60,-1608.29,-21319.66,0,1,52,5
-2353.60,-1608.29,-21319.66,0,1,54,5
-2353.60,-1608.29,-21319.66,0,1,55,5
-2353.60,-1608.29,-21319.66,0,1,54,5
-2353.60,-1608.29,-21319.66,0,1,53,5
-2353.60,-1608.29,-21319.66,0,1,50,5
-2353.60,-1608.29,-21319.66,0,1,52,5
-2353.60,-1608.29,-21319.66,0,1,52,5
-2353.60,-1608.29,-21319.66,0,1,53,5
-2353.60,-1608.29,-21319.66,0,1,54,5
-2353.60,-1608.29,-21319.66,0,1,53,5
-2353.60,-1608.29,-21319.66,0,1,55,5
-2353.60,-1608.29,-21319.66,0,1,56,5
-2353.60,-1608.29,-21319.66,0,1,55,5
-2353.60,-1608.29,-21319.66,0,1,55,5
-2353.60,-1608.29,-21319.66,0,1,51,5
-2353.60,-1608.29,-21319.66,0,1,47,5
-2353.60,-1608.29,-21319.66,0,1,47,5
-2353.60,-1608.29,-21319.66,0,1,48,5
-2353.60,-1608.29,-21319.66,0,1,51,5
-2353.60,-1608.29,-21319.66,0,1,47,5
-2353.60,-1608.29,-21319.66,0,1,48,5
-2353.60,-1608.29,-21319.66,0,1,48,5
-2353.60,-1608.29,-21319.66,0,1,53,5
-2353.60,-1608.29,-21319.66,0,1,52,5
-2353.60,-1608.29,-21319.66,0,1,56,5
-2353.60,-1608.29,-21319.66,0,1,57,5
-2353.60,-1608.29,-21319.66,0,1,58,5
-2353.60,-1608.29,-21319.66,0,1,58,5
-2353.60,-1608.29,-21319.66,0,1,55,5
-2353.60,-1608.29,-21319.66,0,1,57,5
-2353.60,-1608.29,-21319.66,0,1,55,5
-2353.60,-1608.29,-21319.66,0,1,53,5
-2353.60,-1608.29,-21319.66,0,1,46,5
-2353.60,-1608.29,-21319.66,0,1,49,5
-2353.60,-1608.29,-21319.66,0,1,50,5
-2353.60,-1608.29,-21319.66,0,1,55,5
-2353.60,-1608.29,-21319.66,0,1,54,5
-2353.60,-1608.29,-21319.66,0,1,55,5
-2353.60,-1608.29,-21319.66,0,1,58,5
-2353.60,-1608.29,-21319.66,0,1,54,5
-2353.60,-1608.29,-21319.66,0,1,58,5
-2353.60,-1608.29,-21319.66,0,1,58,5
-2353.60,-1608.29,-21319.66,0,1,60,5
-2353.60,-1608.29,-21319.66,0,1,61,5
-2353.60,-1608.29,-21319.66,0,1,61,5
-2353.60,-1608.29,-21319.66,0,1,60,5
-2353.60,-1608.29,-21319.66,0,1,61,5
-2353.60,-1608.29,-21319.66,0,1,62,5
-2353.60,-1608.29,-21319.66,0,1,61,5
-2353.60,-1608.29,-21319.66,0,1,63,5
-2353.60,-1608.29,-21319.66,0,1,63,5
-2353.60,-1608.29,-21319.66,0,1,64,5
-2353.60,-1608.29,-21319.66,0,1,64,5
-2353.60,-1608.29,-21319.66,0,1,67,5
-2353.60,-1608.29,-21319.66,0,1,64,5
-2353.60,-1608.29,-21319.66,0,1,66,5
-2353.60,-1608.29,-21319.66,0,1,65,5
-2353.60,-1608.29,-21319.66,0,1,65,5
-2353.60,-1608.29,-21319.66,0,1,68,5
-2353.60,-1608.29,-21319.66,0,1,70,5
-2353.60,-1608.29,-21319.66,0,1,70,5
-2353.60,-1608.29,-21319.66,0,1,68,5
-2353.60,-1608.29,-21319.66,0,1,69,5
